itemid,charthour,records,share
223935,3,4096,0.012988948611837829
223935,4,31144,0.09876167372243098
223935,5,4037,0.012801851939938796
223935,6,3558,0.011282880654521238
223935,7,3665,0.011622191567965245
223935,8,52562,0.1666809367518115
223935,9,4569,0.014488893117062265
223935,10,3565,0.011305078564746548
223935,11,3732,0.011834657280121771
223935,12,29726,0.09426501133678987
223935,13,5163,0.016372544356181327
223935,14,5819,0.018452805657295977
223935,15,5544,0.01758074489844456
223935,16,28855,0.09150295707875501
223935,17,6548,0.020764559450760278
223935,18,6871,0.02178883445115667
223935,19,5231,0.01658818119837004
223935,20,46112,0.14622714804420556
223935,21,7457,0.023647116650018233
223935,22,6870,0.02178566332112448
223935,23,5247,0.01663891927888503
223936,0,24328,0.11331740331363041
223936,1,2921,0.013605727354452254
223936,2,3270,0.015231334628229672
223936,3,2638,0.012287541513538188
223936,4,22981,0.10704321134291929
223936,5,2392,0.011141697991047516
223936,6,2087,0.009721038339178999
223936,7,2405,0.011202250697520599
223936,8,38215,0.17800166752837826
223936,9,2886,0.013442700837024719
223936,10,2142,0.009977222866565124
223936,11,2010,0.009362380000838421
223936,12,22440,0.1045232871735394
223936,13,2385,0.011109092687562008
223936,14,2646,0.012324804717521624
223936,15,2775,0.012925673881754538
223936,16,21207,0.09878009585959224
223936,17,3341,0.01556204556358267
223936,18,3515,0.016372520250222414
223936,19,3061,0.014257833424162394
223936,20,33606,0.1565334041334209
223936,21,4244,0.019768129713213067
223936,22,4028,0.01876202320566028
223936,23,3166,0.014746912976444997
223938,0,901,0.10733857517274244
223938,1,136,0.016202049082678104
223938,2,150,0.017869907076483203
223938,3,155,0.01846557064569931
223938,4,761,0.09065999523469144
223938,5,102,0.012151536812008578
223938,6,103,0.0122706695258518
223938,7,97,0.011555873242792471
223938,8,1508,0.1796521324755778
223938,9,136,0.016202049082678104
223938,10,110,0.013104598522754349
223938,11,95,0.011317607815106028
223938,12,715,0.08517989039790326
223938,13,124,0.014772456516559448
223938,14,170,0.020252561353347628
223938,15,178,0.0212056230640934
223938,16,727,0.08660948296402192
223938,17,198,0.023588277340957826
223938,18,215,0.02561353347629259
223938,19,209,0.024898737193233263
223938,20,1019,0.12139623540624256
223938,21,166,0.019776030497974745
223938,22,204,0.024303073624017155
223938,23,215,0.02561353347629259
223939,0,350,0.08235294117647059
223939,1,75,0.01764705882352941
223939,2,84,0.01976470588235294
223939,3,99,0.023294117647058823
223939,4,306,0.072
223939,5,59,0.01388235294117647
223939,6,50,0.011764705882352941
223939,7,36,0.008470588235294117
223939,8,750,0.17647058823529413
223939,9,68,0.016
223939,10,60,0.01411764705882353
223939,11,54,0.012705882352941176
223939,12,382,0.08988235294117647
223939,13,54,0.012705882352941176
223939,14,89,0.020941176470588234
223939,15,120,0.02823529411764706
223939,16,400,0.09411764705882353
223939,17,115,0.027058823529411764
223939,18,94,0.02211764705882353
223939,19,136,0.032
223939,20,507,0.11929411764705883
223939,21,106,0.024941176470588234
223939,22,114,0.026823529411764704
223939,23,142,0.033411764705882356
223940,0,578,0.08798903942761456
223940,1,169,0.02572689907139595
223940,2,216,0.03288171715634039
223940,3,182,0.027705891307657177
223940,4,511,0.07778961790226822
223940,5,128,0.01948546201857208
223940,6,134,0.020398843050692648
223940,7,74,0.011265032729486984
223940,8,701,0.10671335058608616
223940,9,86,0.013091794793728117
223940,10,117,0.017810930126351043
223940,11,105,0.01598416806210991
223940,12,380,0.05784746536763587
223940,13,151,0.022986755975034252
223940,14,164,0.024965748211295477
223940,15,208,0.03166387578017963
223940,16,423,0.06439336276449992
223940,17,219,0.03333840767240067
223940,18,220,0.033490637844420766
223940,19,267,0.0406454559293652
223940,20,765,0.1164560815953722
223940,21,254,0.038666463693103975
223940,22,268,0.040797686101385296
223940,23,249,0.0379053128330035
223941,0,362,0.09546413502109705
223941,1,94,0.024789029535864978
223941,2,102,0.02689873417721519
223941,3,117,0.030854430379746837
223941,4,306,0.08069620253164557
223941,5,83,0.02188818565400844
223941,6,69,0.01819620253164557
223941,7,33,0.00870253164556962
223941,8,407,0.10733122362869198
223941,9,50,0.013185654008438819
223941,10,69,0.01819620253164557
223941,11,49,0.012921940928270042
223941,12,254,0.0669831223628692
223941,13,50,0.013185654008438819
223941,14,85,0.022415611814345992
223941,15,119,0.03138185654008439
223941,16,306,0.08069620253164557
223941,17,127,0.0334915611814346
223941,18,120,0.03164556962025317
223941,19,151,0.03982067510548523
223941,20,430,0.11339662447257384
223941,21,127,0.0334915611814346
223941,22,135,0.03560126582278481
223941,23,147,0.038765822784810125
223942,0,300,0.05269629369401019
223942,1,220,0.038643948708940806
223942,2,234,0.04110310908132794
223942,3,221,0.03881960302125417
223942,4,298,0.052344985069383454
223942,5,213,0.03741436852274723
223942,6,197,0.03460389952573336
223942,7,200,0.03513086246267346
223942,8,333,0.05849288600035131
223942,9,212,0.037238714210433864
223942,10,223,0.03917091164588091
223942,11,204,0.03583347971192693
223942,12,281,0.04935886176005621
223942,13,205,0.036009134024240295
223942,14,215,0.037765677147373965
223942,15,216,0.03794133145968734
223942,16,276,0.048480590198489375
223942,17,208,0.036536096961180396
223942,18,220,0.038643948708940806
223942,19,204,0.03583347971192693
223942,20,313,0.054979799754083965
223942,21,233,0.040927454769014576
223942,22,238,0.04180572633058142
223942,23,229,0.04022483751976111
223943,0,44998,0.11027380978637788
223943,1,5884,0.014419554130917984
223943,2,6511,0.01595610417172111
223943,3,5220,0.012792330483241313
223943,4,40991,0.10045410322577483
223943,5,5183,0.012701656876367762
223943,6,4367,0.010701936249102454
223943,7,4758,0.011660135716333748
223943,8,70021,0.17159612505115707
223943,9,6072,0.01488027407935656
223943,10,4399,0.010780356665857957
223943,11,4555,0.01116265619754103
223943,12,39574,0.09698154914632025
223943,13,6044,0.014811656214695495
223943,14,6792,0.01664473345635536
223943,15,6567,0.016093339901043238
223943,16,38402,0.09410940138264998
223943,17,7947,0.019475220373624272
223943,18,8443,0.02069073683333456
223943,19,6226,0.015257672334992416
223943,20,61056,0.14962615516949837
223943,21,9242,0.022648796614198507
223943,22,8390,0.020560853018083258
223943,23,6415,0.015720842921454602
223944,0,356,0.08605269518975103
223944,1,74,0.01788735798888083
223944,2,83,0.020062847474014985
223944,3,98,0.023688663282571912
223944,4,313,0.07565868987188784
223944,5,60,0.014503263234227702
223944,6,46,0.011119168479574571
223944,7,42,0.01015228426395939
223944,8,736,0.17790669567319314
223944,9,67,0.016195310611554267
223944,10,58,0.01401982112642011
223944,11,47,0.011360889533478366
223944,12,346,0.08363548465071308
223944,13,49,0.011844331641285956
223944,14,78,0.01885424220449601
223944,15,103,0.024897268552090887
223944,16,385,0.09306260575296109
223944,17,100,0.024172105390379502
223944,18,94,0.022721779066956733
223944,19,136,0.03287406333091612
223944,20,506,0.12231085327532028
223944,21,110,0.02658931592941745
223944,22,116,0.02803964225284022
223944,23,134,0.03239062122310853
223945,0,435,0.0904930309964635
223945,1,112,0.023299355107135426
223945,2,151,0.031412523403370085
223945,3,138,0.028708133971291867
223945,4,391,0.08133971291866028
223945,5,96,0.01997087580611608
223945,6,99,0.020594965675057208
223945,7,55,0.011441647597254004
223945,8,593,0.12336176409402955
223945,9,59,0.012273767422508842
223945,10,78,0.016226336592469314
223945,11,57,0.011857707509881422
223945,12,278,0.05783232785521115
223945,13,93,0.019346785937174954
223945,14,100,0.02080299563137092
223945,15,143,0.029748283752860413
223945,16,321,0.06677761597670065
223945,17,152,0.03162055335968379
223945,18,152,0.03162055335968379
223945,19,192,0.03994175161223216
223945,20,608,0.12648221343873517
223945,21,157,0.03266070314125234
223945,22,170,0.03536509257333056
223945,23,177,0.03682130226752652
223946,0,324,0.09863013698630137
223946,1,74,0.022526636225266364
223946,2,95,0.0289193302891933
223946,3,100,0.030441400304414
223946,4,274,0.08340943683409437
223946,5,72,0.021917808219178082
223946,6,57,0.017351598173515982
223946,7,26,0.007914764079147641
223946,8,362,0.1101978691019787
223946,9,35,0.0106544901065449
223946,10,51,0.015525114155251141
223946,11,38,0.01156773211567732
223946,12,226,0.06879756468797564
223946,13,40,0.0121765601217656
223946,14,69,0.021004566210045664
223946,15,102,0.031050228310502283
223946,16,257,0.07823439878234399
223946,17,102,0.031050228310502283
223946,18,102,0.031050228310502283
223946,19,138,0.04200913242009133
223946,20,368,0.11202435312024353
223946,21,115,0.0350076103500761
223946,22,116,0.035312024353120246
223946,23,142,0.04322678843226788
223947,0,34520,0.11204845478948718
223947,1,4535,0.014720154764493754
223947,2,4877,0.01583025243361324
223947,3,3912,0.012697959302910598
223947,4,30556,0.09918170870647654
223947,5,3848,0.012490221727402858
223947,6,3333,0.010818583424489015
223947,7,3596,0.011672255023841133
223947,8,52184,0.16938402562962337
223947,9,4423,0.014356614007355209
223947,10,3351,0.010877009617600566
223947,11,3537,0.011480746946419935
223947,12,29323,0.09517951447833524
223947,13,4880,0.015839990132465162
223947,14,5494,0.017832972497492543
223947,15,5268,0.017099399183980835
223947,16,28393,0.0921608278342384
223947,17,6221,0.020192741519275775
223947,18,6515,0.021147036006764455
223947,19,5027,0.016317137376209503
223947,20,45597,0.14800328485041273
223947,21,7166,0.023260116657632245
223947,22,6530,0.021195724501024082
223947,23,4995,0.016213268588455634
223948,0,23801,0.11337156684354428
223948,1,2848,0.013565909935314235
223948,2,3158,0.015042536367880041
223948,3,2560,0.012194076346349874
223948,4,22575,0.10753174746830016
223948,5,2336,0.01112709466604426
223948,6,2000,0.00952662214558584
223948,7,2376,0.011317627108955978
223948,8,37678,0.17947203460069164
223948,9,2826,0.013461117091712792
223948,10,2059,0.009807657498880622
223948,11,1939,0.009236060170145471
223948,12,22009,0.10483571340109937
223948,13,2280,0.010860349245967857
223948,14,2516,0.011984490659146986
223948,15,2641,0.012579904543246102
223948,16,20814,0.09914355666911183
223948,17,3198,0.015233068810791757
223948,18,3411,0.01624765406929665
223948,19,2972,0.014156560508340557
223948,20,33002,0.15719879202431195
223948,21,4066,0.019367622821976013
223948,22,3834,0.018262534653088056
223948,23,3039,0.014475702350217683
223949,0,887,0.11550983200937621
223949,1,111,0.014455007162390936
223949,2,112,0.014585232452142206
223949,3,132,0.0171897382471676
223949,4,682,0.08881364761036593
223949,5,92,0.011980726657116813
223949,6,90,0.011720276077614273
223949,7,87,0.011329600208360463
223949,8,1302,0.16955332725615316
223949,9,111,0.014455007162390936
223949,10,83,0.010808699049355384
223949,11,78,0.010157572600599036
223949,12,565,0.07357728870946738
223949,13,129,0.01679906237791379
223949,14,191,0.02487303034249251
223949,15,178,0.023180101575726007
223949,16,617,0.08034900377653341
223949,17,190,0.02474280505274124
223949,18,220,0.028649563745279334
223949,19,193,0.025133480921995053
223949,20,1041,0.13556452663107174
223949,21,182,0.023701002734731084
223949,22,204,0.02656595910925902
223949,23,202,0.02630550852975648
228194,0,30,0.04854368932038835
228194,1,32,0.05177993527508091
228194,2,23,0.0372168284789644
228194,3,29,0.04692556634304207
228194,4,32,0.05177993527508091
228194,5,27,0.043689320388349516
228194,6,33,0.05339805825242718
228194,7,23,0.0372168284789644
228194,8,28,0.045307443365695796
228194,9,25,0.040453074433656956
228194,10,27,0.043689320388349516
228194,11,26,0.042071197411003236
228194,12,25,0.040453074433656956
228194,13,23,0.0372168284789644
228194,14,24,0.038834951456310676
228194,15,18,0.02912621359223301
228194,16,28,0.045307443365695796
228194,17,25,0.040453074433656956
228194,18,29,0.04692556634304207
228194,19,18,0.02912621359223301
228194,20,26,0.042071197411003236
228194,21,16,0.025889967637540454
228194,22,23,0.0372168284789644
228194,23,28,0.045307443365695796
229770,0,30,0.08064516129032258
229770,1,8,0.021505376344086023
229770,2,13,0.03494623655913978
229770,3,4,0.010752688172043012
229770,4,25,0.06720430107526881
229770,5,6,0.016129032258064516
229770,6,10,0.026881720430107527
229770,7,1,0.002688172043010753
229770,8,44,0.11827956989247312
229770,9,5,0.013440860215053764
229770,10,22,0.05913978494623656
229770,11,9,0.024193548387096774
229770,12,40,0.10752688172043011
229770,13,12,0.03225806451612903
229770,14,14,0.03763440860215054
229770,15,3,0.008064516129032258
229770,16,41,0.11021505376344086
229770,17,6,0.016129032258064516
229770,18,17,0.0456989247311828
229770,19,7,0.01881720430107527
229770,20,36,0.0967741935483871
229770,21,6,0.016129032258064516
229770,22,12,0.03225806451612903
229770,23,1,0.002688172043010753
230037,1,2,0.0425531914893617
230037,3,1,0.02127659574468085
230037,6,1,0.02127659574468085
230037,8,9,0.19148936170212766
230037,9,2,0.0425531914893617
230037,10,1,0.02127659574468085
230037,11,1,0.02127659574468085
230037,12,4,0.0851063829787234
230037,13,2,0.0425531914893617
230037,14,4,0.0851063829787234
230037,15,3,0.06382978723404255
230037,16,3,0.06382978723404255
230037,17,2,0.0425531914893617
230037,18,3,0.06382978723404255
230037,19,2,0.0425531914893617
230037,20,4,0.0851063829787234
230037,22,2,0.0425531914893617
230037,23,1,0.02127659574468085
